first,last,party,state,ideology_score,year,source,likes,shares,views,message,independent_label,sentiment,model_label,emotion,confidence,dominant_topic,topic_probability
Donald,Trump,R,US,0.403,2014,X,648,508,,weather cold long global warming hoaxsters forced change name climate change keep flow,risk,-1,-1,neutral,0.9535723328590393,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.6055864050964866
Donald,Trump,R,US,0.403,2014,X,61,76,,know actually called climate change right thats global warming wasnt working,risk,-1,-1,neutral,0.496471107006073,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9329361369234631
Donald,Trump,R,US,0.403,2013,X,614,621,,con artist changed name global warming climate change global warming longer working credibility lost,risk,-1,-1,neutral,0.7915554642677307,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9379483729098539
Donald,Trump,R,US,0.403,2013,X,226,205,,coolest story john beale man headed climate change government proven con man total phoney arrested,risk,-1,1,admiration,0.21616119146347046,"warming, global, climate, change, need, new, fast, hell, york, country",0.9193093583497535
Donald,Trump,R,US,0.403,2013,X,236,183,,wow john beale top person government climate change epa total fraud admitted say,risk,-1,1,surprise,0.44504982233047485,"warming, global, climate, change, need, new, fast, hell, york, country",0.7311680817690585
Donald,Trump,R,US,0.403,2013,X,410,278,,call climate change word global warming didnt work anymore people fighting hard keep going,risk,-1,-1,neutral,0.5451503396034241,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9377955248374402
Donald,Trump,R,US,0.403,2013,X,446,388,,wow record setting cold temperature throughout large part country must global warming mean climate change,risk,-1,-1,surprise,0.5264541506767273,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.6932547829711323
Donald,Trump,R,US,0.403,2013,X,217,110,,least number hurricane decade change global warming cold climate change call,risk,-1,-1,neutral,0.9608315229415894,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.5595309680654816
Donald,Trump,R,US,0.403,2013,X,356,302,,changed name global warming climate change concept global warming wasnt working,risk,-1,-1,neutral,0.6183461546897888,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9265516834987185
Donald,Trump,R,US,0.403,2013,X,331,147,,china loved obamas climate change speech yesterday laughed hastens takeover leading world economy,risk,-1,-1,love,0.5065984725952148,"climate, new, china, warming, global, country, coldest, year, green, sunak",0.9421012477659952
Donald,Trump,R,US,0.403,2013,X,401,210,,obamas speech climate change scary lower standard living raise cost fuel food everyone,risk,-1,1,neutral,0.657001793384552,"warming, global, climate, change, need, new, fast, hell, york, country",0.9380687071404751
Donald,Trump,R,US,0.403,2013,X,105,60,,called climate change changed climate change global warming wasnt working anymore cold,risk,-1,1,neutral,0.7075454592704773,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9379963914142161
Donald,Trump,R,US,0.403,2013,X,210,162,,wrong used called global warming name didnt work deftly changed climate change freezing,risk,-1,-1,neutral,0.4824870228767395,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.844072854283331
Donald,Trump,R,US,0.403,2013,X,370,187,,another freezing day spring going global warming good move changing name climate change sad,risk,-1,-1,sadness,0.7676403522491455,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.9322520939200598
Donald,Trump,R,US,0.403,2013,X,566,275,,changed name global warming climate change term global warming wasnt working cold,risk,-1,-1,neutral,0.865942120552063,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9326946497887938
Donald,Trump,R,US,0.403,2012,X,221,110,,world bank tying poverty climate change wonder international organization ineffective,risk,-1,1,neutral,0.6185504794120789,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.92696023074444
Donald,Trump,R,US,0.403,2012,X,413,200,,reckless wasting billion climate change activity ever learn,risk,-1,1,neutral,0.9028648138046265,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.8992045770189275
Donald,Trump,R,US,0.403,2024,X,6k,20k,,love country dont want see country get nuclear war badly damaged say wont matter wont matter place wont matter practically nothing going anymorethe global warming matter nuclear global warming,risk,-1,-1,disapproval,0.45611411333084106,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9596188647688362
Donald,Trump,R,US,0.403,2023,X,0,0,,trump incompetent leader cant walk stage cant find stair biggest threat nuclear weapon man doesnt even know nuclear weapon chief negotiator threat global warming nuclear warming,risk,-1,-1,neutral,0.3665320575237274,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9494679021994881
Donald,Trump,R,US,0.403,2023,X,6k,32k,,climate change statement longer use global warming doesnt work anymore bankrupt country bring third world status getting closer closer anyway,risk,-1,-1,neutral,0.5528891682624817,"warming, global, climate, change, need, new, fast, hell, york, country",0.9572912858516386
Donald,Trump,R,US,0.403,2022,X,5k,19k,,whatever happened global warming,risk,-1,-1,curiosity,0.6449471116065979,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.7977624936134572
Donald,Trump,R,US,0.403,2019,X,27k,149k,,well happened amy klobuchar announced running president talking proudly fighting global warming standing virtual blizzard snow ice freezing temperature bad timing end speech looked like snowmanwoman,risk,-1,-1,neutral,0.583903431892395,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.49815564414830354
Donald,Trump,R,US,0.403,2019,X,23k,112k,,careful try staying house large part country suffering tremendous amount snow near record setting cold amazing big system wouldnt bad little good old fashioned global warming right,risk,-1,-1,caring,0.757996678352356,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.7053234298116093
Donald,Trump,R,US,0.403,2018,X,23k,98k,,brutal extended cold blast could shatter record whatever happened global warming,risk,-1,-1,neutral,0.7968277931213379,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8849104198875242
Donald,Trump,R,US,0.403,2017,X,51k,175k,,east could coldest new year eve record perhaps could use little bit good old global warming country country going pay trillion dollar protect bundle,risk,-1,-1,neutral,0.8410431146621704,"climate, new, china, warming, global, country, coldest, year, green, sunak",0.9485073519999673
Donald,Trump,R,US,0.403,2015,X,6k,9k,,really cold outside calling major freeze week ahead normal man could use big fat dose global warming,risk,-1,-1,neutral,0.776097297668457,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.9368563194655157
Donald,Trump,R,US,0.403,2015,X,264,273,,record setting cold snow ice cap massive global warming fear caused nuclear weapon incompetent pol,risk,-1,-1,fear,0.7315046191215515,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9425918815777788
Donald,Trump,R,US,0.403,2015,X,280,366,,among lowest temperature ever much united state ice cap record size changed name global warming climate change,risk,-1,1,neutral,0.7902158498764038,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.6550078114933842
Donald,Trump,R,US,0.403,2015,X,522,616,,wow degree zero record cold snow spell global warming anyone,risk,-1,-1,surprise,0.5466741919517517,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.7289389103533616
Donald,Trump,R,US,0.403,2015,X,724,804,,record low temperature massive amount snow hell global warming,risk,-1,-1,neutral,0.8972519040107727,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9105903345803267
Donald,Trump,R,US,0.403,2015,X,33,39,,hell global warming need dearly hope able take flag gop,risk,-1,-1,neutral,0.772964358329773,"warming, global, climate, change, need, new, fast, hell, york, country",0.8366164959355368
Donald,Trump,R,US,0.403,2015,X,2k,2k,,hell global warming need,risk,-1,-1,neutral,0.9558354616165161,"warming, global, climate, change, need, new, fast, hell, york, country",0.8366164959355368
Donald,Trump,R,US,0.403,2015,X,477,483,,record cold country world hell global warming need fast,risk,-1,-1,neutral,0.8901742696762085,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.489278663025831
Donald,Trump,R,US,0.403,2014,X,337,391,,constantly say global warming climate changethey changed name name global warming wasnt working,risk,-1,-1,disapproval,0.6821375489234924,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.5585256915323137
Donald,Trump,R,US,0.403,2014,X,284,226,,many jonathan gruber type selling global warming stuff really believe american public stupid,risk,-1,-1,annoyance,0.39662179350852966,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9195568889487207
Donald,Trump,R,US,0.403,2014,X,138,162,,like jonathan gruber viciously lied called american stupid obamacare many consultant global warming,risk,-1,-1,neutral,0.5184438228607178,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9181119988381112
Donald,Trump,R,US,0.403,2014,X,651,636,,entire country freezing desperately need heavy dose global warming fast ice cap size reach time high,risk,-1,-1,neutral,0.4981697201728821,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.48240306296717955
Donald,Trump,R,US,0.403,2014,X,447,485,,polar ice cap time high polar bear population never stronger hell global warming,risk,-1,-1,neutral,0.9364181756973267,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.5371719907576715
Donald,Trump,R,US,0.403,2014,X,1k,1k,,isi ebola spread like wildfire obama administration submitted paper stop climate change aka global warming,risk,-1,-1,neutral,0.9496964812278748,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.9495824220924836
Donald,Trump,R,US,0.403,2014,X,184,182,,great article socalled climate change formerly known global warming,risk,-1,-1,admiration,0.921981692314148,"warming, global, climate, change, need, new, fast, hell, york, country",0.9096721919164346
Donald,Trump,R,US,0.403,2014,X,4k,4k,,windmill greatest threat bald golden eagle medium claim fictional global warming worse,risk,-1,-1,disgust,0.4652368128299713,"warming, global, climate, change, need, new, fast, hell, york, country",0.8641539843521758
Donald,Trump,R,US,0.403,2014,X,445,470,,late july really cold outside new york hell global warming need fast climate change,risk,-1,-1,neutral,0.8787133693695068,"warming, global, climate, change, need, new, fast, hell, york, country",0.8281991263768975
Donald,Trump,R,US,0.403,2014,X,139,155,,tremendous cold wave hit large part lucky changed name global warming climate change gw doesnt work,risk,-1,-1,neutral,0.6751391291618347,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.9456729236027531
Donald,Trump,R,US,0.403,2014,X,1k,1k,,global warming people concerned global warming caused nuclear weapon weak leader,risk,-1,-1,neutral,0.6017500758171082,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9193113834489516
Donald,Trump,R,US,0.403,2014,X,480,419,,changed term climate change word global warming didnt work anymore come people get smart,risk,-1,-1,neutral,0.6405734419822693,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.7549090755671216
Donald,Trump,R,US,0.403,2014,X,351,318,,record cold temperature july degree colder normal hell happened global warming,risk,-1,-1,neutral,0.7992272973060608,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.932839580813004
Donald,Trump,R,US,0.403,2014,X,119,139,,wonder secy kerry go iraq afghanistan push hard look global warming study carbon footprint,risk,-1,-1,neutral,0.761082112789154,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9265720746045506
Donald,Trump,R,US,0.403,2014,X,20k,16k,,global warming worried global warming caused nuclear weapon hand crazy incompetent leader,risk,-1,-1,fear,0.4535786211490631,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9329306169166824
Donald,Trump,R,US,0.403,2014,X,199,216,,new york march coldest month recorded history could use global warming,risk,-1,-1,neutral,0.749062716960907,"climate, new, china, warming, global, country, coldest, year, green, sunak",0.9176225377054015
Donald,Trump,R,US,0.403,2014,X,208,219,,baltimore set record coldest day march long recorded history degree place likewise global warming con,risk,-1,-1,neutral,0.8630584478378296,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.4804064706260792
Donald,Trump,R,US,0.403,2014,X,71,85,,congrats charles statement climate change formerly known global warming,risk,-1,-1,gratitude,0.76032954454422,"warming, global, climate, change, need, new, fast, hell, york, country",0.909747471337223
Donald,Trump,R,US,0.403,2014,X,69,79,,whether global warming climate change fact didnt cause change,risk,-1,-1,neutral,0.5899233222007751,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9101886464833663
Donald,Trump,R,US,0.403,2014,X,417,490,,dont let global warming wiseguys get away changing name climate change fact let gw tag work anymore,risk,-1,-1,neutral,0.8122645020484924,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.949425869622545
Donald,Trump,R,US,0.403,2014,X,342,313,,big part country even southern state massive attack snow freezing cold global warming anyone,risk,-1,-1,neutral,0.9584130644798279,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9191151505266331
Donald,Trump,R,US,0.403,2014,X,501,383,,country stop wasting money global warming many truly stupid thing begin focus lower tax,risk,-1,-1,annoyance,0.6870341897010803,"warming, global, climate, change, need, new, fast, hell, york, country",0.9259852186108344
Donald,Trump,R,US,0.403,2014,X,621,415,,massive record setting snowstorm freezing temperature smart global warming hoaxsters changed name climate change,risk,-1,-1,neutral,0.9276525378227234,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.9415810805636495
Donald,Trump,R,US,0.403,2014,X,110,103,,watch commodity price soar freezing cold bad economy could use global warming,risk,-1,-1,neutral,0.9495341181755066,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.5509570861242052
Donald,Trump,R,US,0.403,2014,X,1k,1k,,obama said sotu global warming fact sure factual like healthcare keep,risk,-1,-1,neutral,0.7946410775184631,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.8840988173405765
Donald,Trump,R,US,0.403,2014,X,282,249,,one worst prolonged cold spell history atlanta texas part florida freezing global warming anyone,risk,-1,-1,disgust,0.31597092747688293,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8990726951621197
Donald,Trump,R,US,0.403,2014,X,2k,3k,,give clean beautiful healthy air old climate change global warming bullshit tired hearing nonsense,risk,-1,1,annoyance,0.5832662582397461,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.9422799955301309
Donald,Trump,R,US,0.403,2014,X,648,508,,weather cold long global warming hoaxsters forced change name climate change keep flow,risk,-1,-1,neutral,0.9535723328590393,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.6055864050964866
Donald,Trump,R,US,0.403,2014,X,756,796,,snowing texas louisiana record setting freezing temperature throughout country beyond global warming expensive hoax,risk,-1,-1,neutral,0.8872255086898804,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9326135311303381
Donald,Trump,R,US,0.403,2014,X,832,824,,weather event used global warming hoaxsters justify higher tax save planet dont believe,risk,-1,-1,disapproval,0.7345269918441772,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9264814999480095
Donald,Trump,R,US,0.403,2014,X,118,160,,dont forget global warming also mean earth getting colder way cover side fence,risk,-1,-1,neutral,0.8731302618980408,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9097337646952729
Donald,Trump,R,US,0.403,2014,X,2k,1k,,nbc news called great freeze coldest weather year country still spending money global warming hoax,risk,-1,-1,neutral,0.6003500819206238,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.9407173687728965
Donald,Trump,R,US,0.403,2014,X,573,431,,experiencing coldest weather two decade people never remember anything like global warming anyone,risk,-1,-1,neutral,0.5186258554458618,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.8966119979866002
Donald,Trump,R,US,0.403,2014,X,152,118,,antarctic ice shelf melt lowest ever recorded global warming eroding via,risk,-1,-1,disappointment,0.47342056035995483,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8651315507792804
Donald,Trump,R,US,0.403,2014,X,482,398,,record snowfall freezing temp throughout country global warming need,risk,-1,-1,neutral,0.9293546676635742,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.7398179739231123
Donald,Trump,R,US,0.403,2014,X,61,76,,know actually called climate change right thats global warming wasnt working,risk,-1,-1,neutral,0.496471107006073,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9329361369234631
Donald,Trump,R,US,0.403,2014,X,7k,5k,,expensive global warming bullshit got stop planet freezing record low temp gw scientist stuck ice,risk,-1,-1,annoyance,0.5479470491409302,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9494962665287141
Donald,Trump,R,US,0.403,2013,X,614,621,,con artist changed name global warming climate change global warming longer working credibility lost,risk,-1,-1,neutral,0.7915554642677307,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9379483729098539
Donald,Trump,R,US,0.403,2013,X,555,438,,hell going global warming planet freezing ice building gw scientist stucka total con job,risk,-1,-1,neutral,0.64457106590271,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9379848815471018
Donald,Trump,R,US,0.403,2013,X,257,249,,temperature record low many part country degree zero wind chill large area global warming folk iced,risk,-1,-1,neutral,0.9610937833786011,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.4813349536356341
Donald,Trump,R,US,0.403,2013,X,98,94,,global warming scientist dont want airlifted shipthey much fun simple solutionfame,risk,-1,-1,neutral,0.6058846116065979,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8652413222457096
Donald,Trump,R,US,0.403,2013,X,1k,899,,focused clean beautiful airnot expensive business closing global warminga total hoax,risk,-1,-1,disapproval,0.2523859441280365,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.6830648828810789
Donald,Trump,R,US,0.403,2013,X,296,248,,rescue icebreaker trying free ship global warming scientist turned backthe ice massive record ironic,risk,-1,-1,neutral,0.9518519043922424,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.796727045286014
Donald,Trump,R,US,0.403,2013,X,966,1k,,really bad scientist studying global warming antarctica got stuck icebreaker massive ice cold,risk,-1,-1,disappointment,0.47801658511161804,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.7805673754238129
Donald,Trump,R,US,0.403,2013,X,731,766,,focusing beautiful clean air wasteful expensive global warming bullshit china others hurting air,risk,-1,-1,annoyance,0.30031853914260864,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.7783469150559778
Donald,Trump,R,US,0.403,2013,X,410,278,,call climate change word global warming didnt work anymore people fighting hard keep going,risk,-1,-1,neutral,0.5451503396034241,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9377955248374402
Donald,Trump,R,US,0.403,2013,X,537,367,,united state area covered snowhighest many year global warming name isnt working anymoresorry,risk,-1,-1,disappointment,0.48307004570961,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.8972246508818784
Donald,Trump,R,US,0.403,2013,X,704,534,,wow snowing israel pyramid egypt still wasting billion global warming con make competitive,risk,-1,-1,surprise,0.39035043120384216,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9094311848755224
Donald,Trump,R,US,0.403,2013,X,593,402,,one coldest winter ever freezing country long period time much global warming,risk,-1,-1,neutral,0.8424890637397766,"warming, global, climate, change, need, new, fast, hell, york, country",0.47193873600491426
Donald,Trump,R,US,0.403,2013,X,619,873,,focused magnificently clean healthy air distracted expensive hoax global warming,risk,-1,-1,neutral,0.4516526162624359,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.9098473313370512
Donald,Trump,R,US,0.403,2013,X,4k,3k,,ice storm roll texas tennesseeim los angeles freezing global warming total expensive hoax,risk,-1,-1,neutral,0.9524776935577393,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9101739392376601
Donald,Trump,R,US,0.403,2013,X,222,210,,problem concept global warming spending fortune fixing china others nothing,risk,-1,-1,neutral,0.8268058896064758,"warming, global, climate, change, need, new, fast, hell, york, country",0.6089985465691882
Donald,Trump,R,US,0.403,2013,X,446,388,,wow record setting cold temperature throughout large part country must global warming mean climate change,risk,-1,-1,surprise,0.5264541506767273,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.6932547829711323
Donald,Trump,R,US,0.403,2013,X,406,336,,denver minnesota others bracing coldest weather record global warming genius saying,risk,-1,-1,neutral,0.9069068431854248,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.5300654379963022
Donald,Trump,R,US,0.403,2013,X,217,110,,least number hurricane decade change global warming cold climate changenow call,risk,-1,-1,neutral,0.9602269530296326,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.5051669429114278
Donald,Trump,R,US,0.403,2013,X,356,302,,changed name global warming climate change concept global warming wasnt working,risk,-1,-1,neutral,0.6183461546897888,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9265516834987185
Donald,Trump,R,US,0.403,2013,X,331,147,,china loved obamas climate change speech yesterday laughed hastens takeover leading world economy,risk,-1,-1,love,0.5065984725952148,"climate, new, china, warming, global, country, coldest, year, green, sunak",0.9421012477659952
Donald,Trump,R,US,0.403,2013,X,401,210,,obamas speech climate change scary lower standard living raise cost fuel food everyone,risk,-1,1,neutral,0.657001793384552,"warming, global, climate, change, need, new, fast, hell, york, country",0.9380687071404751
Donald,Trump,R,US,0.403,2013,X,105,60,,called climate change changed climate change global warming wasnt working anymoretoo cold,risk,-1,1,neutral,0.5592072606086731,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9380247983046284
Donald,Trump,R,US,0.403,2013,X,323,268,,chinese talk climate change carbon footprint dont clean factoriesbut sell equipment clean,risk,-1,1,neutral,0.9438036680221558,"climate, new, china, warming, global, country, coldest, year, green, sunak",0.9085246522670145
