first,last,party,state,ideology_score,region,year,source,likes,shares,views,message,independent_label,sentiment,model_label,emotion,confidence,dominant_topic,topic_probability
Donald,Trump,R,US,0.403,US,2013.0,X,236,183,,wow john beale top person government climate change epa total fraud admitted say,risk,-1,1,surprise,0.44504982233047485,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.9096318382866604
Donald,Trump,R,US,0.403,US,2013.0,X,410,278,,call climate change word global warming work anymore people fighting hard keep going,risk,-1,-1,neutral,0.55912184715271,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.5620079509177698
Donald,Trump,R,US,0.403,US,2013.0,X,446,388,,wow record setting cold temperature throughout large part country must global warming mean climate change,risk,-1,-1,surprise,0.5264541506767273,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.9370968431594189
Donald,Trump,R,US,0.403,US,2013.0,X,217,110,,least number hurricane decade change global warming cold climate change call,risk,-1,-1,neutral,0.9608315229415894,"climate, change, warming, global, working, changed, cold, called, state, weather",0.9192246700479346
Donald,Trump,R,US,0.403,US,2013.0,X,356,302,,changed name global warming climate change concept global warming working,risk,-1,-1,neutral,0.9100959897041321,"climate, change, warming, global, working, changed, cold, called, state, weather",0.7161479737574297
Donald,Trump,R,US,0.403,US,2013.0,X,331,147,,china loved obamas climate change speech yesterday laughed hastens takeover leading world economy,risk,-1,1,love,0.5065984725952148,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.9424957194215499
Donald,Trump,R,US,0.403,US,2013.0,X,401,210,,obamas speech climate change scary lower standard living raise cost fuel food everyone,risk,-1,1,neutral,0.657001793384552,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.9377414716715481
Donald,Trump,R,US,0.403,US,2013.0,X,105,60,,called climate change changed climate change global warming working anymore cold,risk,-1,-1,neutral,0.9207388758659363,"climate, change, warming, global, working, changed, cold, called, state, weather",0.798552684399626
Donald,Trump,R,US,0.403,US,2013.0,X,210,162,,wrong used called global warming name work deftly changed climate change freezing,risk,-1,-1,neutral,0.8573792576789856,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.9321246554060854
Donald,Trump,R,US,0.403,US,2013.0,X,370,187,,another freezing day spring going global warming good move changing name climate change sad,risk,-1,-1,sadness,0.7676403522491455,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.9318951766310413
Donald,Trump,R,US,0.403,US,2013.0,X,566,275,,changed name global warming climate change term global warming wasnt working cold,risk,-1,-1,neutral,0.865942120552063,"climate, change, warming, global, working, changed, cold, called, state, weather",0.61288146087834
Donald,Trump,R,US,0.403,US,2012.0,X,221,110,,world bank tying poverty climate change wonder international organization ineffective,risk,-1,1,neutral,0.6185504794120789,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.9269318546480487
Donald,Trump,R,US,0.403,US,2012.0,X,413,200,,reckless wasting billion climate change activity ever learn,risk,-1,1,neutral,0.9028648138046265,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.8990806544547396
Donald,Trump,R,US,0.403,US,2024.0,X,6k,20k,,love country want see country get nuclear war badly damaged say wo matter wo matter place wo matter practically nothing going anymorethe global warming matter nuclear global warming,risk,-1,-1,neutral,0.9252068400382996,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.9571076140805772
Donald,Trump,R,US,0.403,US,2023.0,X,0,0,,trump incompetent leader cant walk stage cant find stair biggest threat nuclear weapon man even know nuclear weapon chief negotiator threat global warming nuclear warming,risk,-1,-1,neutral,0.39929917454719543,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.9457256028304242
Donald,Trump,R,US,0.403,US,2023.0,X,6k,32k,,climate change statement longer use global warming work anymore bankrupt country bring third world status getting closer closer anyway,risk,-1,-1,neutral,0.8616841435432434,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.9549614982821949
Donald,Trump,R,US,0.403,US,2022.0,X,5k,19k,,whatever happened global warming,risk,-1,-1,curiosity,0.6449471116065979,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.7971719744817428
Donald,Trump,R,US,0.403,US,2019.0,X,27k,149k,,well happened amy klobuchar announced running president talking proudly fighting global warming standing virtual blizzard snow ice freezing temperature bad timing end speech looked like snowmanwoman,risk,-1,-1,neutral,0.583903431892395,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9420177278587158
Donald,Trump,R,US,0.403,US,2019.0,X,23k,112k,,careful try staying house large part country suffering tremendous amount snow near record setting cold amazing big system wouldnt bad little good old fashioned global warming right,risk,-1,-1,caring,0.757996678352356,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9489967693992897
Donald,Trump,R,US,0.403,US,2018.0,X,23k,98k,,brutal extended cold blast could shatter record whatever happened global warming,risk,-1,-1,neutral,0.7968277931213379,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8839512413429322
Donald,Trump,R,US,0.403,US,2017.0,X,51k,175k,,east could coldest new year eve record perhaps could use little bit good old global warming country country going pay trillion dollar protect bundle,risk,-1,-1,neutral,0.8410431146621704,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.4217584039442166
Donald,Trump,R,US,0.403,US,2015.0,X,6k,9k,,really cold outside calling major freeze week ahead normal man could use big fat dose global warming,risk,-1,-1,neutral,0.776097297668457,"climate, change, warming, global, working, changed, cold, called, state, weather",0.9373711723719663
Donald,Trump,R,US,0.403,US,2015.0,X,264,273,,record setting cold snow ice cap massive global warming fear caused nuclear weapon incompetent pol,risk,-1,-1,fear,0.7315046191215515,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9422475553404196
Donald,Trump,R,US,0.403,US,2015.0,X,280,366,,among lowest temperature ever much united state ice cap record size changed name global warming climate change,risk,-1,1,neutral,0.7902158498764038,"climate, change, warming, global, working, changed, cold, called, state, weather",0.9421454039969867
Donald,Trump,R,US,0.403,US,2015.0,X,522,616,,wow degree zero record cold snow spell global warming anyone,risk,-1,-1,surprise,0.5466741919517517,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9192546571985578
Donald,Trump,R,US,0.403,US,2015.0,X,724,804,,record low temperature massive amount snow hell global warming,risk,-1,-1,neutral,0.8972519040107727,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9098940859645365
Donald,Trump,R,US,0.403,US,2015.0,X,33,39,,hell global warming need dearly hope able take flag gop,risk,-1,-1,neutral,0.772964358329773,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.8376297267686861
Donald,Trump,R,US,0.403,US,2015.0,X,2k,2k,,hell global warming need,risk,-1,-1,neutral,0.9558354616165161,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.8376297267686861
Donald,Trump,R,US,0.403,US,2015.0,X,477,483,,record cold country world hell global warming need fast,risk,-1,-1,neutral,0.8901742696762085,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.9186121651747031
Donald,Trump,R,US,0.403,US,2014.0,X,337,391,,constantly say global warming climate changethey changed name name global warming wasnt working,risk,-1,-1,disapproval,0.6821375489234924,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.5783506136589875
Donald,Trump,R,US,0.403,US,2014.0,X,284,226,,many jonathan gruber type selling global warming stuff really believe american public stupid,risk,-1,-1,annoyance,0.39662179350852966,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.9185830200600589
Donald,Trump,R,US,0.403,US,2014.0,X,138,162,,like jonathan gruber viciously lied called american stupid obamacare many consultant global warming,risk,-1,-1,neutral,0.5184438228607178,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.918754668472384
Donald,Trump,R,US,0.403,US,2014.0,X,651,636,,entire country freezing desperately need heavy dose global warming fast ice cap size reach time high,risk,-1,-1,neutral,0.4981697201728821,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.6160970865533423
Donald,Trump,R,US,0.403,US,2014.0,X,447,485,,polar ice cap time high polar bear population never stronger hell global warming,risk,-1,-1,neutral,0.9364181756973267,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8988167771660447
Donald,Trump,R,US,0.403,US,2014.0,X,1k,1k,,isi ebola spread like wildfire obama administration submitted paper stop climate change aka global warming,risk,-1,-1,neutral,0.9496964812278748,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.9492621375943767
Donald,Trump,R,US,0.403,US,2014.0,X,184,182,,great article socalled climate change formerly known global warming,risk,-1,-1,admiration,0.921981692314148,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.9090554867361248
Donald,Trump,R,US,0.403,US,2014.0,X,4k,4k,,windmill greatest threat bald golden eagle medium claim fictional global warming worse,risk,-1,-1,disgust,0.4652368128299713,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.8634090465782168
Donald,Trump,R,US,0.403,US,2014.0,X,445,470,,late july really cold outside new york hell global warming need fast climate change,risk,-1,-1,neutral,0.8787133693695068,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.9458629389284362
Donald,Trump,R,US,0.403,US,2014.0,X,139,155,,tremendous cold wave hit large part lucky changed name global warming climate change gw work,risk,-1,-1,neutral,0.8524998426437378,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.7640252073848092
Donald,Trump,R,US,0.403,US,2014.0,X,1k,1k,,global warming people concerned global warming caused nuclear weapon weak leader,risk,-1,-1,neutral,0.6017500758171082,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9191256809919124
Donald,Trump,R,US,0.403,US,2014.0,X,480,419,,changed term climate change word global warming work anymore come people get smart,risk,-1,-1,neutral,0.855873167514801,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.5329165654457362
Donald,Trump,R,US,0.403,US,2014.0,X,351,318,,record cold temperature july degree colder normal hell happened global warming,risk,-1,-1,neutral,0.7992272973060608,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.9324245118664027
Donald,Trump,R,US,0.403,US,2014.0,X,119,139,,wonder secy kerry go iraq afghanistan push hard look global warming study carbon footprint,risk,-1,-1,neutral,0.761082112789154,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9265012724574246
Donald,Trump,R,US,0.403,US,2014.0,X,20k,16k,,global warming worried global warming caused nuclear weapon hand crazy incompetent leader,risk,-1,-1,fear,0.4535786211490631,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9326605884359432
Donald,Trump,R,US,0.403,US,2014.0,X,199,216,,new york march coldest month recorded history could use global warming,risk,-1,-1,neutral,0.749062716960907,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.918878249675961
Donald,Trump,R,US,0.403,US,2014.0,X,208,219,,baltimore set record coldest day march long recorded history degree place likewise global warming con,risk,-1,-1,neutral,0.8630584478378296,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9325202943067632
Donald,Trump,R,US,0.403,US,2014.0,X,71,85,,congrats charles statement climate change formerly known global warming,risk,-1,-1,gratitude,0.76032954454422,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.6653468955077795
Donald,Trump,R,US,0.403,US,2014.0,X,69,79,,whether global warming climate change fact cause change,risk,-1,-1,neutral,0.6723767518997192,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.8976608140468131
Donald,Trump,R,US,0.403,US,2014.0,X,417,490,,let global warming wiseguys get away changing name climate change fact let gw tag work anymore,risk,-1,-1,neutral,0.9393069744110107,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.9460426482713061
Donald,Trump,R,US,0.403,US,2014.0,X,342,313,,big part country even southern state massive attack snow freezing cold global warming anyone,risk,-1,-1,neutral,0.9584130644798279,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.7193932475487448
Donald,Trump,R,US,0.403,US,2014.0,X,501,383,,country stop wasting money global warming many truly stupid thing begin focus lower tax,risk,-1,-1,annoyance,0.6870341897010803,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9261215331688555
Donald,Trump,R,US,0.403,US,2014.0,X,621,415,,massive record setting snowstorm freezing temperature smart global warming hoaxsters changed name climate change,risk,-1,-1,neutral,0.9276525378227234,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.9412873207413505
Donald,Trump,R,US,0.403,US,2014.0,X,110,103,,watch commodity price soar freezing cold bad economy could use global warming,risk,-1,-1,neutral,0.9495341181755066,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.6366672306983336
Donald,Trump,R,US,0.403,US,2014.0,X,1k,1k,,obama said sotu global warming fact sure factual like healthcare keep,risk,-1,-1,neutral,0.7946410775184631,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.8818902059069735
Donald,Trump,R,US,0.403,US,2014.0,X,282,249,,one worst prolonged cold spell history atlanta texas part florida freezing global warming anyone,risk,-1,-1,disgust,0.31597092747688293,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.898775778721231
Donald,Trump,R,US,0.403,US,2014.0,X,2k,3k,,give clean beautiful healthy air old climate change global warming bullshit tired hearing nonsense,risk,-1,-1,annoyance,0.5832662582397461,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.9421245245425327
Donald,Trump,R,US,0.403,US,2014.0,X,648,508,,weather cold long global warming hoaxsters forced change name climate change keep flow,risk,-1,-1,neutral,0.9535723328590393,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.5289533674220838
Donald,Trump,R,US,0.403,US,2014.0,X,756,796,,snowing texas louisiana record setting freezing temperature throughout country beyond global warming expensive hoax,risk,-1,-1,neutral,0.8872255086898804,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.9321017499241836
Donald,Trump,R,US,0.403,US,2014.0,X,832,824,,weather event used global warming hoaxsters justify higher tax save planet believe,risk,-1,-1,neutral,0.9346662163734436,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.6607610066472932
Donald,Trump,R,US,0.403,US,2014.0,X,118,160,,forget global warming also mean earth getting colder way cover side fence,risk,-1,-1,neutral,0.9508097171783447,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8987880562215645
Donald,Trump,R,US,0.403,US,2014.0,X,2k,1k,,nbc news called great freeze coldest weather year country still spending money global warming hoax,risk,-1,-1,neutral,0.6003500819206238,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.9414911214380047
Donald,Trump,R,US,0.403,US,2014.0,X,573,431,,experiencing coldest weather two decade people never remember anything like global warming anyone,risk,-1,-1,neutral,0.5186258554458618,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8986289810890459
Donald,Trump,R,US,0.403,US,2014.0,X,152,118,,antarctic ice shelf melt lowest ever recorded global warming eroding via,risk,-1,-1,disappointment,0.47342056035995483,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.864621388522693
Donald,Trump,R,US,0.403,US,2014.0,X,482,398,,record snowfall freezing temp throughout country global warming need,risk,-1,-1,neutral,0.9293546676635742,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.47727588761766276
Donald,Trump,R,US,0.403,US,2014.0,X,61,76,,know actually called climate change right global warming working,risk,-1,-1,neutral,0.878161609172821,"climate, change, warming, global, working, changed, cold, called, state, weather",0.9193270730532842
Donald,Trump,R,US,0.403,US,2014.0,X,7k,5k,,expensive global warming bullshit got stop planet freezing record low temp gw scientist stuck ice,risk,-1,-1,annoyance,0.5479470491409302,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9495539651889255
Donald,Trump,R,US,0.403,US,2013.0,X,614,621,,con artist changed name global warming climate change global warming longer working credibility lost,risk,-1,-1,neutral,0.7915554642677307,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.5736843031666136
Donald,Trump,R,US,0.403,US,2013.0,X,555,438,,hell going global warming planet freezing ice building gw scientist stucka total con job,risk,-1,-1,neutral,0.64457106590271,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9376658744242122
Donald,Trump,R,US,0.403,US,2013.0,X,257,249,,temperature record low many part country degree zero wind chill large area global warming folk iced,risk,-1,-1,neutral,0.9610937833786011,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9324700530996853
Donald,Trump,R,US,0.403,US,2013.0,X,98,94,,global warming scientist want airlifted shipthey much fun simple solutionfame,risk,-1,-1,neutral,0.7104099988937378,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8366552711368371
Donald,Trump,R,US,0.403,US,2013.0,X,1k,899,,focused clean beautiful airnot expensive business closing global warminga total hoax,risk,-1,-1,disapproval,0.2523859441280365,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.6990938212199412
Donald,Trump,R,US,0.403,US,2013.0,X,296,248,,rescue icebreaker trying free ship global warming scientist turned backthe ice massive record ironic,risk,-1,-1,neutral,0.9518519043922424,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9103734257733238
Donald,Trump,R,US,0.403,US,2013.0,X,966,1k,,really bad scientist studying global warming antarctica got stuck icebreaker massive ice cold,risk,-1,-1,disappointment,0.47801658511161804,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9377145749990482
Donald,Trump,R,US,0.403,US,2013.0,X,731,766,,focusing beautiful clean air wasteful expensive global warming bullshit china others hurting air,risk,-1,-1,annoyance,0.30031853914260864,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.7328816895344198
Donald,Trump,R,US,0.403,US,2013.0,X,410,278,,call climate change word global warming work anymore people fighting hard keep going,risk,-1,-1,neutral,0.55912184715271,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.5620079509177698
Donald,Trump,R,US,0.403,US,2013.0,X,537,367,,united state area covered snowhighest many year global warming name working anymoresorry,risk,-1,-1,neutral,0.6032195687294006,"climate, change, warming, global, working, changed, cold, called, state, weather",0.8990753685186669
Donald,Trump,R,US,0.403,US,2013.0,X,704,534,,wow snowing israel pyramid egypt still wasting billion global warming con make competitive,risk,-1,-1,surprise,0.39035043120384216,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9088307291716061
Donald,Trump,R,US,0.403,US,2013.0,X,593,402,,one coldest winter ever freezing country long period time much global warming,risk,-1,-1,neutral,0.8424890637397766,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9101537057475992
Donald,Trump,R,US,0.403,US,2013.0,X,619,873,,focused magnificently clean healthy air distracted expensive hoax global warming,risk,-1,-1,neutral,0.4516526162624359,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.706980766509267
Donald,Trump,R,US,0.403,US,2013.0,X,4k,3k,,ice storm roll texas tennesseeim los angeles freezing global warming total expensive hoax,risk,-1,-1,neutral,0.9524776935577393,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9090315587821666
Donald,Trump,R,US,0.403,US,2013.0,X,222,210,,problem concept global warming spending fortune fixing china others nothing,risk,-1,-1,neutral,0.8268058896064758,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8837714160126411
Donald,Trump,R,US,0.403,US,2013.0,X,446,388,,wow record setting cold temperature throughout large part country must global warming mean climate change,risk,-1,-1,surprise,0.5264541506767273,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.9370968431594189
Donald,Trump,R,US,0.403,US,2013.0,X,406,336,,denver minnesota others bracing coldest weather record global warming genius saying,risk,-1,-1,neutral,0.9069068431854248,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8650810237191623
Donald,Trump,R,US,0.403,US,2013.0,X,217,110,,least number hurricane decade change global warming cold climate changenow call,risk,-1,-1,neutral,0.9602269530296326,"climate, change, warming, global, working, changed, cold, called, state, weather",0.9102345409002124
Donald,Trump,R,US,0.403,US,2013.0,X,356,302,,changed name global warming climate change concept global warming working,risk,-1,-1,neutral,0.9100959897041321,"climate, change, warming, global, working, changed, cold, called, state, weather",0.7161479737574297
Donald,Trump,R,US,0.403,US,2013.0,X,331,147,,china loved obamas climate change speech yesterday laughed hastens takeover leading world economy,risk,-1,1,love,0.5065984725952148,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.9424957194215499
Donald,Trump,R,US,0.403,US,2013.0,X,401,210,,obamas speech climate change scary lower standard living raise cost fuel food everyone,risk,-1,1,neutral,0.657001793384552,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.9377414716715481
